"id"	"housing_median_age"	"population"	"households"	"median_income"	"median_house_value"
"942"	"29.0"	"2744.0"	"943.0"	"7.5139"	"398200.0"
"943"	"17.0"	"848.0"	"351.0"	"3.1194"	"112500.0"
"944"	"17.0"	"849.0"	"345.0"	"4.1012"	"244700.0"
"945"	"16.0"	"1770.0"	"574.0"	"5.2662"	"126200.0"
"946"	"40.0"	"1821.0"	"536.0"	"3.5646"	"162600.0"
"947"	"34.0"	"822.0"	"307.0"	"5.0602"	"453700.0"
"948"	"21.0"	"779.0"	"200.0"	"3.1987"	"279800.0"
"949"	"35.0"	"743.0"	"382.0"	"2.5368"	"240000.0"
"950"	"38.0"	"41.0"	"10.0"	"6.0224"	"187500.0"
"951"	"13.0"	"1607.0"	"481.0"	"4.475"	"102400.0"
"952"	"16.0"	"798.0"	"385.0"	"4.8167"	"169800.0"
"953"	"4.0"	"1606.0"	"838.0"	"4.1387"	"162500.0"
"954"	"33.0"	"1726.0"	"719.0"	"3.3675"	"158200.0"
"955"	"19.0"	"551.0"	"214.0"	"1.7463"	"68800.0"
"956"	"32.0"	"3017.0"	"793.0"	"2.4607"	"155600.0"
"957"	"6.0"	"5690.0"	"1555.0"	"4.1797"	"141000.0"
"958"	"25.0"	"1536.0"	"549.0"	"2.0221"	"60400.0"
"959"	"29.0"	"2259.0"	"770.0"	"4.3039"	"278400.0"
"960"	"23.0"	"369.0"	"157.0"	"3.125"	"96400.0"
"961"	"20.0"	"308.0"	"114.0"	"3.3021"	"70800.0"
"962"	"33.0"	"2626.0"	"793.0"	"3.2285"	"234800.0"
"963"	"6.0"	"1011.0"	"331.0"	"3.7045"	"128100.0"
"964"	"18.0"	"209.0"	"71.0"	"4.6806"	"187500.0"
"965"	"49.0"	"1431.0"	"539.0"	"4.275"	"227600.0"
"966"	"34.0"	"1501.0"	"395.0"	"3.2311"	"105600.0"
"967"	"12.0"	"79.0"	"35.0"	"4.1667"	"214600.0"
"968"	"41.0"	"730.0"	"170.0"	"1.8047"	"101800.0"
"969"	"20.0"	"699.0"	"209.0"	"6.5483"	"335000.0"
"970"	"34.0"	"628.0"	"243.0"	"4.1842"	"364000.0"
"971"	"30.0"	"3738.0"	"880.0"	"3.191"	"271200.0"
"972"	"26.0"	"1921.0"	"501.0"	"3.1859"	"153100.0"
"973"	"19.0"	"306.0"	"154.0"	"3.9792"	"131900.0"
"974"	"19.0"	"871.0"	"322.0"	"3.7361"	"201400.0"
"975"	"31.0"	"1535.0"	"846.0"	"3.0398"	"369100.0"
"976"	"21.0"	"1985.0"	"1045.0"	"2.5083"	"128500.0"
"977"	"29.0"	"224.0"	"107.0"	"1.1917"	"50000.0"
"978"	"36.0"	"1247.0"	"347.0"	"1.8191"	"92700.0"
"979"	"16.0"	"657.0"	"276.0"	"3.3333"	"143400.0"
"980"	"5.0"	"1733.0"	"766.0"	"2.3568"	"204700.0"
"981"	"39.0"	"1044.0"	"380.0"	"8.468"	"472100.0"
"982"	"18.0"	"761.0"	"290.0"	"5.3074"	"137200.0"
"983"	"44.0"	"1121.0"	"374.0"	"2.1108"	"200000.0"
"984"	"32.0"	"1799.0"	"370.0"	"2.375"	"128000.0"
"985"	"40.0"	"995.0"	"249.0"	"2.2607"	"165600.0"
"986"	"41.0"	"1006.0"	"419.0"	"2.8393"	"57000.0"
"987"	"33.0"	"1757.0"	"375.0"	"4.2266"	"153800.0"
"988"	"34.0"	"800.0"	"294.0"	"4.4886"	"179100.0"
"989"	"34.0"	"963.0"	"302.0"	"5.543"	"305900.0"
"990"	"13.0"	"2957.0"	"1081.0"	"2.6098"	"162500.0"
"991"	"41.0"	"617.0"	"242.0"	"8.8619"	"500001.0"
"992"	"34.0"	"661.0"	"261.0"	"4.675"	"215400.0"
"993"	"6.0"	"999.0"	"188.0"	"4.7222"	"109000.0"
"994"	"52.0"	"630.0"	"265.0"	"3.7708"	"215300.0"
"995"	"35.0"	"643.0"	"237.0"	"3.9464"	"171600.0"
"996"	"37.0"	"1040.0"	"233.0"	"2.0"	"84200.0"
"997"	"32.0"	"825.0"	"303.0"	"1.8269"	"225000.0"
"998"	"34.0"	"775.0"	"391.0"	"3.2308"	"331300.0"
"999"	"31.0"	"425.0"	"157.0"	"1.0486"	"36700.0"
"1000"	"43.0"	"671.0"	"263.0"	"2.875"	"280600.0"
"1001"	"31.0"	"25.0"	"7.0"	"2.125"	"375000.0"
"1002"	"20.0"	"1421.0"	"430.0"	"3.3431"	"137500.0"
"1003"	"16.0"	"2531.0"	"825.0"	"3.7065"	"124800.0"
"1004"	"52.0"	"1098.0"	"468.0"	"3.075"	"213500.0"
"1005"	"16.0"	"601.0"	"242.0"	"1.7143"	"113300.0"
"1006"	"18.0"	"5613.0"	"1946.0"	"3.8171"	"187200.0"
"1007"	"36.0"	"1279.0"	"392.0"	"2.4135"	"97000.0"
"1008"	"18.0"	"1086.0"	"375.0"	"3.3672"	"133600.0"
"1009"	"38.0"	"1768.0"	"439.0"	"1.9336"	"190600.0"
"1010"	"23.0"	"2847.0"	"1229.0"	"4.4228"	"366900.0"
"1011"	"18.0"	"727.0"	"336.0"	"2.5187"	"116700.0"
"1012"	"52.0"	"824.0"	"388.0"	"3.8897"	"218400.0"
"1013"	"17.0"	"6544.0"	"2359.0"	"3.9727"	"132700.0"
"1014"	"52.0"	"693.0"	"272.0"	"1.9963"	"76900.0"
"1015"	"16.0"	"1596.0"	"528.0"	"4.1739"	"131300.0"
"1016"	"52.0"	"1355.0"	"628.0"	"2.0161"	"364300.0"
"1017"	"22.0"	"1669.0"	"494.0"	"2.0213"	"110600.0"
"1018"	"17.0"	"2371.0"	"1030.0"	"2.4574"	"103300.0"
"1019"	"43.0"	"1151.0"	"486.0"	"2.5759"	"225000.0"
"1020"	"36.0"	"573.0"	"134.0"	"2.2321"	"37500.0"
"1021"	"37.0"	"1622.0"	"327.0"	"2.125"	"108900.0"
"1022"	"37.0"	"2842.0"	"572.0"	"2.239"	"121300.0"
"1023"	"22.0"	"1445.0"	"515.0"	"4.511"	"296800.0"
"1024"	"16.0"	"238.0"	"118.0"	"3.0114"	"366700.0"
"1025"	"15.0"	"1022.0"	"564.0"	"2.7986"	"189900.0"
"1026"	"8.0"	"3883.0"	"1264.0"	"2.7917"	"98200.0"
"1027"	"29.0"	"909.0"	"253.0"	"1.9236"	"106300.0"
"1028"	"31.0"	"1356.0"	"356.0"	"4.0625"	"225900.0"
"1029"	"30.0"	"2558.0"	"1074.0"	"3.5817"	"369300.0"
"1030"	"23.0"	"1486.0"	"492.0"	"5.7613"	"235800.0"
"1031"	"22.0"	"442.0"	"136.0"	"2.6447"	"137500.0"
"1032"	"14.0"	"306.0"	"113.0"	"6.4214"	"340600.0"
"1033"	"34.0"	"2138.0"	"605.0"	"5.2129"	"193400.0"
"1034"	"23.0"	"1371.0"	"327.0"	"3.6736"	"139500.0"
"1035"	"30.0"	"961.0"	"333.0"	"2.25"	"68200.0"
"1036"	"44.0"	"831.0"	"326.0"	"3.0284"	"115800.0"
"1037"	"32.0"	"1669.0"	"497.0"	"4.4653"	"195400.0"
"1038"	"26.0"	"947.0"	"346.0"	"6.0797"	"211000.0"
"1039"	"20.0"	"834.0"	"340.0"	"2.485"	"100600.0"
"1040"	"31.0"	"1897.0"	"364.0"	"2.3929"	"191100.0"
"1041"	"13.0"	"1187.0"	"464.0"	"6.2456"	"161700.0"
"1042"	"9.0"	"681.0"	"221.0"	"3.045"	"170400.0"
"1043"	"23.0"	"572.0"	"174.0"	"4.9167"	"152400.0"
"1044"	"17.0"	"2036.0"	"890.0"	"3.2452"	"168800.0"
"1045"	"12.0"	"1357.0"	"451.0"	"5.3344"	"217500.0"
"1046"	"17.0"	"3264.0"	"914.0"	"2.2813"	"145600.0"
"1047"	"37.0"	"751.0"	"259.0"	"5.444"	"336000.0"
"1048"	"24.0"	"2937.0"	"796.0"	"2.9405"	"217800.0"
"1049"	"44.0"	"1521.0"	"549.0"	"1.7213"	"61600.0"
"1050"	"27.0"	"403.0"	"97.0"	"5.144"	"180800.0"
"1051"	"27.0"	"2400.0"	"836.0"	"4.711"	"133500.0"
"1052"	"16.0"	"1665.0"	"499.0"	"7.2554"	"335600.0"
"1053"	"17.0"	"1919.0"	"932.0"	"3.5352"	"357800.0"
"1054"	"22.0"	"686.0"	"264.0"	"1.8065"	"62700.0"
"1055"	"52.0"	"1136.0"	"436.0"	"1.375"	"312500.0"
"1056"	"35.0"	"692.0"	"235.0"	"5.1155"	"213700.0"
"1057"	"52.0"	"975.0"	"297.0"	"1.2375"	"100000.0"
"1058"	"19.0"	"1396.0"	"703.0"	"2.5663"	"197500.0"
"1059"	"34.0"	"1249.0"	"375.0"	"4.1552"	"233900.0"
"1060"	"47.0"	"416.0"	"173.0"	"2.3333"	"133300.0"
"1061"	"37.0"	"2865.0"	"683.0"	"0.6831"	"87500.0"
"1062"	"31.0"	"495.0"	"191.0"	"5.5051"	"223500.0"
"1063"	"19.0"	"2219.0"	"804.0"	"3.5208"	"145000.0"
"1064"	"36.0"	"1175.0"	"419.0"	"3.0739"	"218600.0"
"1065"	"17.0"	"716.0"	"235.0"	"2.875"	"162500.0"
"1066"	"36.0"	"950.0"	"370.0"	"4.7386"	"186400.0"
"1067"	"33.0"	"952.0"	"360.0"	"5.4349"	"143000.0"
"1068"	"40.0"	"2170.0"	"541.0"	"2.7212"	"107900.0"
"1069"	"17.0"	"1200.0"	"420.0"	"2.7461"	"70000.0"
"1070"	"8.0"	"913.0"	"406.0"	"5.1583"	"192200.0"
"1071"	"52.0"	"728.0"	"244.0"	"0.8172"	"85300.0"
"1072"	"37.0"	"587.0"	"230.0"	"3.625"	"181300.0"
"1073"	"21.0"	"1006.0"	"290.0"	"3.2868"	"91700.0"
"1074"	"36.0"	"1462.0"	"569.0"	"3.8646"	"214600.0"
"1075"	"18.0"	"98.0"	"54.0"	"1.5417"	"57500.0"
"1076"	"52.0"	"403.0"	"181.0"	"4.3281"	"236500.0"
"1077"	"14.0"	"505.0"	"348.0"	"3.183"	"201200.0"
"1078"	"18.0"	"2051.0"	"493.0"	"2.675"	"117100.0"
"1079"	"47.0"	"794.0"	"286.0"	"2.5865"	"109800.0"
"1080"	"21.0"	"724.0"	"237.0"	"4.65"	"152500.0"
"1081"	"17.0"	"1182.0"	"397.0"	"2.3696"	"166800.0"
"1082"	"16.0"	"1778.0"	"251.0"	"5.3671"	"181800.0"
"1083"	"38.0"	"755.0"	"399.0"	"2.8352"	"408300.0"
"1084"	"44.0"	"392.0"	"106.0"	"3.0132"	"202500.0"
"1085"	"41.0"	"844.0"	"336.0"	"2.6923"	"84200.0"
"1086"	"12.0"	"1569.0"	"450.0"	"8.8636"	"314000.0"
"1087"	"18.0"	"1616.0"	"588.0"	"2.0192"	"63700.0"
"1088"	"25.0"	"904.0"	"303.0"	"3.625"	"107600.0"
"1089"	"39.0"	"2470.0"	"1025.0"	"2.3317"	"222500.0"
"1090"	"35.0"	"705.0"	"245.0"	"2.8333"	"103000.0"
"1091"	"14.0"	"2474.0"	"782.0"	"4.5245"	"127500.0"
"1092"	"31.0"	"1891.0"	"686.0"	"4.8542"	"275000.0"
"1093"	"18.0"	"1753.0"	"553.0"	"5.0292"	"269400.0"
"1094"	"29.0"	"1795.0"	"655.0"	"2.369"	"173400.0"
"1095"	"27.0"	"2043.0"	"614.0"	"5.5"	"276800.0"
"1096"	"26.0"	"2249.0"	"818.0"	"4.275"	"285400.0"
"1097"	"8.0"	"857.0"	"251.0"	"6.9418"	"310500.0"
"1098"	"52.0"	"689.0"	"208.0"	"4.0721"	"350000.0"
"1099"	"15.0"	"440.0"	"134.0"	"4.8125"	"173900.0"
"1100"	"14.0"	"8012.0"	"2606.0"	"5.6277"	"269800.0"
"1101"	"52.0"	"1238.0"	"341.0"	"2.0089"	"68100.0"
"1102"	"30.0"	"1347.0"	"467.0"	"3.3693"	"71800.0"
"1103"	"52.0"	"921.0"	"395.0"	"2.9605"	"500001.0"
"1104"	"5.0"	"2062.0"	"826.0"	"4.0579"	"167100.0"
"1105"	"26.0"	"1332.0"	"443.0"	"2.7198"	"70400.0"
"1106"	"24.0"	"1137.0"	"386.0"	"2.537"	"107900.0"
"1107"	"35.0"	"610.0"	"147.0"	"3.3182"	"133300.0"
"1108"	"27.0"	"1472.0"	"509.0"	"2.825"	"76600.0"
"1109"	"25.0"	"71.0"	"52.0"	"1.0208"	"78600.0"
"1110"	"44.0"	"1031.0"	"295.0"	"1.9556"	"96300.0"
"1111"	"9.0"	"426.0"	"234.0"	"3.7875"	"187500.0"
"1112"	"36.0"	"2249.0"	"487.0"	"2.8167"	"160400.0"
"1113"	"35.0"	"1957.0"	"404.0"	"2.4537"	"91500.0"
"1114"	"4.0"	"368.0"	"109.0"	"6.3215"	"138200.0"
"1115"	"34.0"	"552.0"	"164.0"	"4.9107"	"222000.0"
"1116"	"10.0"	"2352.0"	"875.0"	"2.1362"	"143200.0"
"1117"	"18.0"	"771.0"	"174.0"	"2.2083"	"55000.0"
"1118"	"7.0"	"6075.0"	"1797.0"	"6.1047"	"278200.0"
"1119"	"16.0"	"1750.0"	"514.0"	"2.8229"	"163700.0"
"1120"	"7.0"	"1374.0"	"505.0"	"2.6214"	"103800.0"
"1121"	"26.0"	"1392.0"	"524.0"	"8.5184"	"500001.0"
"1122"	"52.0"	"1030.0"	"451.0"	"4.1301"	"268400.0"
"1123"	"39.0"	"892.0"	"447.0"	"3.6406"	"278900.0"
"1124"	"8.0"	"5155.0"	"1370.0"	"4.0467"	"121500.0"
"1125"	"17.0"	"327.0"	"227.0"	"2.6493"	"67500.0"
"1126"	"30.0"	"989.0"	"287.0"	"3.691"	"154400.0"
"1127"	"38.0"	"304.0"	"95.0"	"2.6597"	"86000.0"
"1128"	"18.0"	"520.0"	"154.0"	"3.003"	"101300.0"
"1129"	"12.0"	"1122.0"	"488.0"	"4.0385"	"350000.0"
"1130"	"20.0"	"3866.0"	"950.0"	"2.5387"	"160100.0"
"1131"	"16.0"	"950.0"	"280.0"	"5.8399"	"220600.0"
"1132"	"28.0"	"806.0"	"338.0"	"1.6078"	"125000.0"
"1133"	"27.0"	"2899.0"	"1192.0"	"3.6336"	"235200.0"
"1134"	"29.0"	"3323.0"	"1213.0"	"1.0219"	"258300.0"
"1135"	"24.0"	"1549.0"	"463.0"	"2.8203"	"152600.0"
"1136"	"34.0"	"1542.0"	"563.0"	"5.8783"	"405100.0"
"1137"	"40.0"	"742.0"	"209.0"	"1.2625"	"43000.0"
"1138"	"27.0"	"332.0"	"112.0"	"2.5556"	"175000.0"
"1139"	"21.0"	"1509.0"	"509.0"	"8.4476"	"500001.0"
"1140"	"43.0"	"266.0"	"103.0"	"5.6428"	"343100.0"
"1141"	"52.0"	"855.0"	"293.0"	"3.6042"	"166400.0"
"1142"	"45.0"	"1635.0"	"652.0"	"2.9375"	"273000.0"
"1143"	"26.0"	"956.0"	"325.0"	"5.5"	"231700.0"
"1144"	"39.0"	"1758.0"	"987.0"	"2.9405"	"340500.0"
"1145"	"28.0"	"1384.0"	"463.0"	"4.6694"	"158200.0"
"1146"	"24.0"	"1831.0"	"616.0"	"6.3767"	"269000.0"
"1147"	"17.0"	"1917.0"	"624.0"	"8.1397"	"353900.0"
"1148"	"8.0"	"1674.0"	"918.0"	"2.5335"	"110100.0"
"1149"	"36.0"	"664.0"	"200.0"	"5.2838"	"172600.0"
"1150"	"23.0"	"1584.0"	"806.0"	"2.9386"	"260500.0"
"1151"	"34.0"	"2054.0"	"716.0"	"4.2731"	"218000.0"
"1152"	"44.0"	"763.0"	"254.0"	"2.3281"	"88800.0"
"1153"	"8.0"	"63.0"	"24.0"	"1.4688"	"53800.0"
"1154"	"16.0"	"1370.0"	"504.0"	"3.3368"	"121200.0"
"1155"	"35.0"	"1164.0"	"332.0"	"5.0123"	"165700.0"
"1156"	"11.0"	"3264.0"	"1264.0"	"3.1125"	"122600.0"
"1157"	"17.0"	"560.0"	"244.0"	"2.0216"	"112500.0"
"1158"	"24.0"	"2398.0"	"823.0"	"3.864"	"123400.0"
"1159"	"13.0"	"1381.0"	"628.0"	"1.6667"	"78800.0"
"1160"	"33.0"	"781.0"	"274.0"	"3.5647"	"251800.0"
"1161"	"19.0"	"1184.0"	"465.0"	"2.7863"	"108600.0"
"1162"	"21.0"	"2018.0"	"642.0"	"2.8438"	"111500.0"
"1163"	"48.0"	"935.0"	"349.0"	"1.4375"	"90000.0"
"1164"	"29.0"	"161.0"	"62.0"	"6.0774"	"334400.0"
"1165"	"47.0"	"653.0"	"291.0"	"3.7727"	"193000.0"
"1166"	"19.0"	"1317.0"	"594.0"	"4.125"	"267100.0"
"1167"	"35.0"	"1449.0"	"614.0"	"5.3194"	"313700.0"
"1168"	"16.0"	"794.0"	"311.0"	"9.0267"	"500001.0"
"1169"	"36.0"	"648.0"	"268.0"	"3.4545"	"161200.0"
"1170"	"24.0"	"2670.0"	"772.0"	"3.8158"	"180000.0"
"1171"	"34.0"	"780.0"	"406.0"	"2.3187"	"488900.0"
"1172"	"15.0"	"2114.0"	"805.0"	"2.9484"	"124400.0"
"1173"	"41.0"	"1251.0"	"506.0"	"6.6354"	"500001.0"
"1174"	"52.0"	"943.0"	"256.0"	"0.8658"	"87500.0"
"1175"	"26.0"	"911.0"	"290.0"	"4.0227"	"99800.0"
"1176"	"36.0"	"812.0"	"387.0"	"3.625"	"198000.0"
"1177"	"27.0"	"2432.0"	"948.0"	"3.8954"	"133000.0"
"1178"	"47.0"	"1102.0"	"282.0"	"4.0"	"231600.0"
"1179"	"22.0"	"595.0"	"161.0"	"2.4398"	"150000.0"
"1180"	"20.0"	"1319.0"	"432.0"	"6.091"	"290400.0"
"1181"	"52.0"	"749.0"	"335.0"	"3.5673"	"270700.0"
"1182"	"17.0"	"301.0"	"126.0"	"1.7875"	"55000.0"
"1183"	"26.0"	"790.0"	"292.0"	"3.0446"	"90800.0"
"1184"	"46.0"	"1249.0"	"382.0"	"2.5737"	"87000.0"
"1185"	"13.0"	"249.0"	"109.0"	"1.8417"	"84700.0"
"1186"	"47.0"	"872.0"	"231.0"	"2.2656"	"145000.0"
"1187"	"52.0"	"925.0"	"220.0"	"1.825"	"133000.0"
"1188"	"47.0"	"581.0"	"240.0"	"2.9545"	"237500.0"
"1189"	"28.0"	"450.0"	"158.0"	"2.1029"	"108600.0"
"1190"	"17.0"	"1581.0"	"462.0"	"5.9333"	"229400.0"
"1191"	"30.0"	"1182.0"	"341.0"	"6.0705"	"236700.0"
"1192"	"19.0"	"1264.0"	"390.0"	"5.0176"	"274200.0"
"1193"	"38.0"	"1063.0"	"437.0"	"6.5254"	"365000.0"
"1194"	"9.0"	"1250.0"	"265.0"	"4.8875"	"157700.0"
"1195"	"22.0"	"2315.0"	"884.0"	"4.51"	"189900.0"
"1196"	"16.0"	"1502.0"	"480.0"	"3.75"	"146800.0"
"1197"	"44.0"	"828.0"	"309.0"	"4.0526"	"150800.0"
"1198"	"10.0"	"407.0"	"146.0"	"3.3889"	"110800.0"
"1199"	"15.0"	"702.0"	"240.0"	"4.875"	"169300.0"
"1200"	"42.0"	"1785.0"	"609.0"	"3.745"	"170800.0"
"1201"	"35.0"	"1233.0"	"383.0"	"1.3587"	"45300.0"
"1202"	"52.0"	"955.0"	"321.0"	"1.6011"	"106300.0"
"1203"	"5.0"	"1785.0"	"491.0"	"3.0"	"71000.0"
"1204"	"34.0"	"815.0"	"283.0"	"6.5249"	"324800.0"
"1205"	"18.0"	"1128.0"	"414.0"	"3.9336"	"262500.0"
"1206"	"14.0"	"1071.0"	"369.0"	"3.5"	"240800.0"
"1207"	"30.0"	"1444.0"	"568.0"	"3.7222"	"195800.0"
"1208"	"25.0"	"956.0"	"467.0"	"2.4828"	"133300.0"
"1209"	"10.0"	"982.0"	"512.0"	"2.186"	"132700.0"
"1210"	"37.0"	"1175.0"	"403.0"	"3.75"	"95200.0"
"1211"	"17.0"	"1288.0"	"426.0"	"1.9386"	"106300.0"
"1212"	"21.0"	"686.0"	"400.0"	"2.3812"	"237500.0"
"1213"	"22.0"	"850.0"	"520.0"	"2.9107"	"500001.0"
"1214"	"27.0"	"2189.0"	"577.0"	"2.6083"	"148600.0"
"1215"	"44.0"	"1998.0"	"515.0"	"1.6888"	"125000.0"
"1216"	"52.0"	"1144.0"	"362.0"	"1.5326"	"90600.0"
"1217"	"7.0"	"1456.0"	"535.0"	"3.5"	"186900.0"
"1218"	"16.0"	"495.0"	"181.0"	"2.1875"	"76400.0"
"1219"	"27.0"	"112.0"	"57.0"	"1.125"	"54400.0"
"1220"	"17.0"	"2487.0"	"582.0"	"1.0955"	"62700.0"
"1221"	"38.0"	"1777.0"	"441.0"	"2.0848"	"135200.0"
"1222"	"16.0"	"1227.0"	"401.0"	"6.4514"	"270800.0"
"1223"	"17.0"	"909.0"	"319.0"	"2.7188"	"113100.0"
"1224"	"20.0"	"1319.0"	"359.0"	"2.4814"	"74600.0"
"1225"	"52.0"	"1091.0"	"306.0"	"4.1062"	"252900.0"
"1226"	"43.0"	"58.0"	"16.0"	"15.0001"	"500001.0"
"1227"	"27.0"	"1697.0"	"546.0"	"3.8633"	"187900.0"
"1228"	"24.0"	"2690.0"	"1371.0"	"2.5668"	"280000.0"
"1229"	"52.0"	"1144.0"	"417.0"	"3.5114"	"151200.0"
"1230"	"32.0"	"814.0"	"238.0"	"4.6719"	"252100.0"
"1231"	"34.0"	"132.0"	"13.0"	"3.375"	"67500.0"
"1232"	"52.0"	"590.0"	"226.0"	"4.2404"	"351000.0"
"1233"	"17.0"	"1072.0"	"385.0"	"4.245"	"214500.0"
"1234"	"17.0"	"1278.0"	"439.0"	"2.8875"	"155700.0"
"1235"	"23.0"	"1029.0"	"491.0"	"2.93"	"183300.0"
"1236"	"45.0"	"1255.0"	"333.0"	"3.6923"	"159700.0"
"1237"	"52.0"	"1576.0"	"1034.0"	"2.0987"	"458300.0"
"1238"	"10.0"	"866.0"	"283.0"	"3.5"	"104300.0"
"1239"	"21.0"	"2756.0"	"943.0"	"2.9817"	"225000.0"
"1240"	"12.0"	"2173.0"	"652.0"	"5.0369"	"163900.0"
"1241"	"52.0"	"167.0"	"53.0"	"0.7917"	"22500.0"
"1242"	"23.0"	"958.0"	"485.0"	"2.6771"	"131500.0"
"1243"	"17.0"	"626.0"	"178.0"	"4.4107"	"151600.0"
"1244"	"25.0"	"689.0"	"278.0"	"2.675"	"104200.0"
"1245"	"46.0"	"674.0"	"255.0"	"3.5909"	"155400.0"
"1246"	"46.0"	"841.0"	"306.0"	"4.5329"	"278800.0"
"1247"	"31.0"	"944.0"	"474.0"	"3.7312"	"319400.0"
"1248"	"52.0"	"1368.0"	"310.0"	"1.8261"	"54600.0"
"1249"	"52.0"	"1104.0"	"398.0"	"5.883"	"340700.0"
"1250"	"52.0"	"1061.0"	"68.0"	"4.3958"	"225000.0"
"1251"	"21.0"	"1194.0"	"424.0"	"7.1273"	"346300.0"
"1252"	"43.0"	"1525.0"	"529.0"	"4.95"	"194000.0"
"1253"	"40.0"	"259.0"	"89.0"	"2.2167"	"193800.0"
"1254"	"33.0"	"656.0"	"236.0"	"2.5096"	"72200.0"
"1255"	"47.0"	"1193.0"	"260.0"	"2.4375"	"122900.0"
"1256"	"47.0"	"881.0"	"221.0"	"1.4327"	"114100.0"
"1257"	"37.0"	"238.0"	"67.0"	"2.8542"	"275000.0"
"1258"	"40.0"	"795.0"	"330.0"	"5.2723"	"218300.0"
"1259"	"37.0"	"931.0"	"234.0"	"2.8"	"137500.0"
"1260"	"5.0"	"1420.0"	"567.0"	"4.0417"	"146400.0"
"1261"	"11.0"	"2728.0"	"1072.0"	"4.15"	"85700.0"
"1262"	"24.0"	"1462.0"	"503.0"	"4.5"	"158300.0"
"1263"	"30.0"	"220.0"	"48.0"	"2.3929"	"134400.0"
"1264"	"49.0"	"462.0"	"189.0"	"1.025"	"118800.0"
"1265"	"24.0"	"1149.0"	"403.0"	"4.0679"	"190500.0"
"1266"	"39.0"	"730.0"	"276.0"	"6.4761"	"397500.0"
"1267"	"23.0"	"2103.0"	"1217.0"	"3.7549"	"275000.0"
"1268"	"13.0"	"3356.0"	"659.0"	"1.5054"	"137500.0"
"1269"	"37.0"	"2117.0"	"598.0"	"4.1058"	"167300.0"
"1270"	"45.0"	"187.0"	"63.0"	"2.5938"	"275000.0"
"1271"	"30.0"	"1071.0"	"204.0"	"1.2679"	"92000.0"
"1272"	"13.0"	"1318.0"	"397.0"	"7.7751"	"194100.0"
"1273"	"43.0"	"1667.0"	"409.0"	"1.9402"	"139300.0"
"1274"	"23.0"	"2301.0"	"744.0"	"4.556"	"205300.0"
"1275"	"21.0"	"2295.0"	"654.0"	"6.983"	"329700.0"
"1276"	"19.0"	"2105.0"	"834.0"	"5.2363"	"310000.0"
"1277"	"28.0"	"1202.0"	"460.0"	"2.7857"	"150300.0"
"1278"	"17.0"	"142.0"	"55.0"	"2.1719"	"420000.0"
"1279"	"5.0"	"907.0"	"374.0"	"2.7667"	"92900.0"
"1280"	"34.0"	"611.0"	"193.0"	"3.5625"	"201800.0"
"1281"	"43.0"	"725.0"	"308.0"	"6.3359"	"169300.0"
"1282"	"40.0"	"624.0"	"242.0"	"5.4689"	"158200.0"
"1283"	"17.0"	"1152.0"	"313.0"	"4.1719"	"126400.0"
"1284"	"52.0"	"1364.0"	"407.0"	"1.2235"	"68500.0"
"1285"	"7.0"	"5807.0"	"1575.0"	"2.9451"	"127800.0"
"1286"	"52.0"	"817.0"	"357.0"	"2.1411"	"97200.0"
"1287"	"52.0"	"825.0"	"364.0"	"4.2414"	"284800.0"
"1288"	"44.0"	"325.0"	"139.0"	"1.1552"	"250000.0"
"1289"	"14.0"	"1150.0"	"499.0"	"4.4391"	"306700.0"
"1290"	"39.0"	"863.0"	"228.0"	"3.6033"	"157800.0"
"1291"	"37.0"	"686.0"	"256.0"	"3.0"	"121900.0"
"1292"	"42.0"	"625.0"	"156.0"	"3.125"	"166300.0"
"1293"	"49.0"	"735.0"	"266.0"	"6.6009"	"375700.0"
"1294"	"52.0"	"1349.0"	"250.0"	"1.1696"	"500001.0"
"1295"	"17.0"	"314.0"	"140.0"	"1.5625"	"108300.0"
"1296"	"38.0"	"494.0"	"233.0"	"1.9241"	"150000.0"
"1297"	"18.0"	"945.0"	"292.0"	"3.4044"	"115300.0"
"1298"	"32.0"	"1122.0"	"370.0"	"3.52"	"284200.0"
"1299"	"52.0"	"571.0"	"292.0"	"2.2788"	"182300.0"
"1300"	"52.0"	"939.0"	"501.0"	"3.2239"	"488900.0"
"1301"	"25.0"	"2266.0"	"592.0"	"3.2986"	"119200.0"
"1302"	"21.0"	"500.0"	"185.0"	"7.598"	"347800.0"
"1303"	"35.0"	"1325.0"	"476.0"	"8.5425"	"500001.0"
"1304"	"16.0"	"365.0"	"176.0"	"2.3417"	"191700.0"
"1305"	"18.0"	"1945.0"	"509.0"	"5.7652"	"299100.0"
"1306"	"17.0"	"1423.0"	"510.0"	"1.8856"	"118800.0"
"1307"	"45.0"	"1507.0"	"410.0"	"2.8942"	"129000.0"
"1308"	"52.0"	"1284.0"	"576.0"	"2.105"	"316700.0"
"1309"	"38.0"	"1491.0"	"568.0"	"2.6094"	"67900.0"
"1310"	"39.0"	"867.0"	"345.0"	"4.7"	"334700.0"
"1311"	"30.0"	"1130.0"	"365.0"	"2.8672"	"198500.0"
"1312"	"37.0"	"1030.0"	"287.0"	"3.9306"	"260700.0"
"1313"	"14.0"	"1505.0"	"497.0"	"5.5228"	"275300.0"
"1314"	"38.0"	"1116.0"	"382.0"	"1.3302"	"62200.0"
"1315"	"4.0"	"2282.0"	"801.0"	"5.5956"	"247800.0"
