"id"	"housing_median_age"	"households"	"median_income"	"median_house_value"
"4146"	"37.0"	"5309.0"	"8.1926"	"326600.0"
"4147"	"16.0"	"5903.0"	"4.2596"	"181100.0"
"4148"	"9.0"	"5753.0"	"3.5625"	"211600.0"
"4149"	"34.0"	"5318.0"	"6.7248"	"377200.0"
"4150"	"0.0"	"5644.0"	"3.9079"	"370000.0"
"4151"	"23.0"	"5376.0"	"2.1736"	"72100.0"
"4152"	"23.0"	"5765.0"	"3.4609"	"118000.0"
"4153"	"22.0"	"4864.0"	"1.6987"	"412500.0"
"4154"	"36.0"	"5446.0"	"6.04"	"243000.0"
"4155"	"21.0"	"5802.0"	"3.8583"	"193200.0"
"4156"	"22.0"	"5557.0"	"6.7082"	"500001.0"
"4157"	"38.0"	"5603.0"	"3.5774"	"113900.0"
"4158"	"9.0"	"5806.0"	"3.7083"	"175200.0"
"4159"	"43.0"	"5664.0"	"5.2359"	"213300.0"
"4160"	"19.0"	"5726.0"	"2.3454"	"243800.0"
"4161"	"8.0"	"5707.0"	"4.6625"	"158900.0"
"4162"	"32.0"	"5841.0"	"1.9417"	"38800.0"
"4163"	"34.0"	"4581.0"	"6.2787"	"250000.0"
"4164"	"17.0"	"5806.0"	"5.2548"	"192600.0"
"4165"	"3.0"	"5392.0"	"4.3158"	"500001.0"
"4166"	"21.0"	"5445.0"	"3.6745"	"335500.0"
"4167"	"32.0"	"5702.0"	"9.6885"	"500001.0"
"4168"	"18.0"	"5715.0"	"2.875"	"117600.0"
"4169"	"0.0"	"5468.0"	"3.6894"	"418800.0"
"4170"	"37.0"	"5805.0"	"4.3021"	"87500.0"
"4171"	"23.0"	"5436.0"	"3.337"	"265300.0"
"4172"	"19.0"	"5617.0"	"3.7045"	"161500.0"
"4173"	"30.0"	"3882.0"	"4.6463"	"276300.0"
"4174"	"44.0"	"5430.0"	"2.6417"	"96800.0"
"4175"	"36.0"	"5492.0"	"2.2661"	"61800.0"
"4176"	"0.0"	"6066.0"	"0.4999"	"112500.0"
"4177"	"26.0"	"6075.0"	"7.7197"	"225000.0"
"4178"	"34.0"	"5854.0"	"7.5594"	"500001.0"
"4179"	"28.0"	"5708.0"	"2.5326"	"139100.0"
"4180"	"34.0"	"4811.0"	"3.235"	"124700.0"
"4181"	"34.0"	"4709.0"	"2.5373"	"143000.0"
"4182"	"16.0"	"5451.0"	"7.723"	"500001.0"
"4183"	"34.0"	"5589.0"	"3.599"	"262000.0"
"4184"	"43.0"	"5712.0"	"4.1632"	"119800.0"
"4185"	"26.0"	"5357.0"	"3.7772"	"223900.0"
"4186"	"21.0"	"4618.0"	"2.8903"	"324200.0"
"4187"	"6.0"	"5089.0"	"2.5211"	"162900.0"
"4188"	"8.0"	"5975.0"	"2.2917"	"90800.0"
"4189"	"33.0"	"4616.0"	"2.7768"	"178600.0"
"4190"	"18.0"	"5304.0"	"5.6149"	"273100.0"
"4191"	"24.0"	"5812.0"	"5.2145"	"229200.0"
"4192"	"5.0"	"5710.0"	"2.3103"	"134500.0"
"4193"	"11.0"	"5741.0"	"2.0562"	"102000.0"
"4194"	"16.0"	"5894.0"	"3.8194"	"159400.0"
"4195"	"21.0"	"5735.0"	"3.4327"	"147200.0"
"4196"	"34.0"	"5713.0"	"4.2222"	"375000.0"
"4197"	"13.0"	"5826.0"	"1.9038"	"93100.0"
"4198"	"33.0"	"5513.0"	"7.521"	"340400.0"
"4199"	"22.0"	"5451.0"	"3.5388"	"118500.0"
"4200"	"14.0"	"5841.0"	"3.2833"	"111700.0"
"4201"	"13.0"	"5434.0"	"3.3125"	"425500.0"
"4202"	"16.0"	"5832.0"	"4.7222"	"239600.0"
"4203"	"13.0"	"5582.0"	"6.3302"	"362800.0"
"4204"	"11.0"	"5699.0"	"1.9923"	"500001.0"
"4205"	"18.0"	"5725.0"	"6.2884"	"414700.0"
"4206"	"8.0"	"5946.0"	"2.1111"	"79700.0"
"4207"	"34.0"	"5752.0"	"3.1029"	"71700.0"
"4208"	"37.0"	"5441.0"	"4.5135"	"158300.0"
"4209"	"20.0"	"5754.0"	"3.2386"	"149600.0"
"4210"	"36.0"	"5339.0"	"3.6731"	"318000.0"
"4211"	"22.0"	"4579.0"	"4.0968"	"310000.0"
"4212"	"39.0"	"5671.0"	"2.6858"	"62400.0"
"4213"	"35.0"	"5831.0"	"6.6004"	"341500.0"
"4214"	"32.0"	"5317.0"	"4.806"	"279700.0"
"4215"	"12.0"	"5770.0"	"2.6518"	"156100.0"
"4216"	"15.0"	"5645.0"	"2.1382"	"166600.0"
"4217"	"10.0"	"5805.0"	"4.1792"	"350000.0"
"4218"	"20.0"	"5690.0"	"2.6726"	"70400.0"
"4219"	"9.0"	"5728.0"	"3.962"	"345800.0"
"4220"	"6.0"	"5479.0"	"1.6429"	"125000.0"
"4221"	"41.0"	"5206.0"	"4.221"	"227100.0"
"4222"	"24.0"	"5539.0"	"1.5132"	"450000.0"
"4223"	"47.0"	"3675.0"	"6.0857"	"308300.0"
"4224"	"3.0"	"5862.0"	"4.0859"	"228600.0"
"4225"	"18.0"	"5524.0"	"3.5547"	"197600.0"
"4226"	"0.0"	"5843.0"	"1.3021"	"100000.0"
"4227"	"37.0"	"5361.0"	"2.7644"	"111400.0"
"4228"	"11.0"	"5936.0"	"3.1406"	"100000.0"
"4229"	"26.0"	"5610.0"	"2.4866"	"68300.0"
"4230"	"30.0"	"5144.0"	"3.1667"	"161000.0"
"4231"	"7.0"	"5663.0"	"1.7801"	"142800.0"
"4232"	"26.0"	"5274.0"	"3.0259"	"211700.0"
"4233"	"0.0"	"5951.0"	"3.5156"	"200000.0"
"4234"	"43.0"	"4455.0"	"6.314"	"228900.0"
"4235"	"37.0"	"5840.0"	"4.9688"	"135600.0"
"4236"	"35.0"	"5718.0"	"6.299"	"285800.0"
"4237"	"6.0"	"6075.0"	"3.125"	"112500.0"
"4238"	"0.0"	"5398.0"	"2.2208"	"144800.0"
"4239"	"31.0"	"5772.0"	"0.9708"	"107600.0"
"4240"	"38.0"	"5911.0"	"3.7083"	"210000.0"
"4241"	"17.0"	"5599.0"	"4.5655"	"176600.0"
"4242"	"4.0"	"5972.0"	"2.375"	"107500.0"
"4243"	"18.0"	"5706.0"	"2.5197"	"82300.0"
"4244"	"41.0"	"3957.0"	"4.8624"	"192400.0"
"4245"	"8.0"	"5700.0"	"6.1014"	"480100.0"
"4246"	"41.0"	"4995.0"	"4.7877"	"132600.0"
"4247"	"9.0"	"5850.0"	"3.7167"	"108900.0"
"4248"	"16.0"	"5816.0"	"5.0897"	"189000.0"
"4249"	"32.0"	"5657.0"	"2.9414"	"162200.0"
"4250"	"0.0"	"5906.0"	"4.2917"	"247600.0"
"4251"	"23.0"	"5346.0"	"2.875"	"232500.0"
"4252"	"0.0"	"6029.0"	"3.9583"	"162500.0"
"4253"	"36.0"	"5555.0"	"5.5429"	"269100.0"
"4254"	"36.0"	"5266.0"	"3.2176"	"187500.0"
"4255"	"22.0"	"5444.0"	"7.2472"	"441900.0"
"4256"	"35.0"	"5763.0"	"3.2375"	"114200.0"
"4257"	"22.0"	"5528.0"	"3.2952"	"234600.0"
"4258"	"15.0"	"5849.0"	"4.0057"	"172700.0"
"4259"	"34.0"	"5187.0"	"5.3873"	"288300.0"
"4260"	"28.0"	"5762.0"	"5.9181"	"221100.0"
"4261"	"14.0"	"5608.0"	"2.8833"	"115200.0"
"4262"	"39.0"	"5527.0"	"3.8372"	"129300.0"
"4263"	"10.0"	"5705.0"	"3.1912"	"146400.0"
"4264"	"23.0"	"5418.0"	"2.1864"	"143200.0"
"4265"	"45.0"	"5012.0"	"3.2056"	"134100.0"
"4266"	"20.0"	"5598.0"	"15.0001"	"500001.0"
"4267"	"11.0"	"5715.0"	"3.055"	"167000.0"
"4268"	"34.0"	"5713.0"	"3.1771"	"194000.0"
"4269"	"15.0"	"5927.0"	"4.1429"	"303600.0"
"4270"	"36.0"	"5795.0"	"1.9038"	"60800.0"
"4271"	"42.0"	"5653.0"	"2.0227"	"53300.0"
"4272"	"28.0"	"5791.0"	"1.186"	"67000.0"
"4273"	"19.0"	"4768.0"	"3.049"	"307000.0"
"4274"	"41.0"	"5582.0"	"3.1272"	"281300.0"
"4275"	"20.0"	"5801.0"	"2.625"	"212500.0"
"4276"	"23.0"	"5681.0"	"3.4773"	"206700.0"
"4277"	"38.0"	"5184.0"	"5.9356"	"321700.0"
"4278"	"19.0"	"5318.0"	"5.6015"	"267200.0"
"4279"	"30.0"	"5853.0"	"2.4167"	"225000.0"
"4280"	"15.0"	"5916.0"	"2.7434"	"95200.0"
"4281"	"42.0"	"5987.0"	"0.9283"	"116300.0"
"4282"	"18.0"	"5506.0"	"4.5667"	"271500.0"
"4283"	"33.0"	"5786.0"	"3.25"	"176700.0"
"4284"	"25.0"	"5473.0"	"2.5651"	"171400.0"
"4285"	"38.0"	"5800.0"	"2.3179"	"57500.0"
"4286"	"34.0"	"5024.0"	"5.2957"	"171900.0"
"4287"	"29.0"	"5353.0"	"3.52"	"187300.0"
"4288"	"20.0"	"5698.0"	"1.3444"	"45600.0"
"4289"	"24.0"	"5863.0"	"3.5469"	"200000.0"
"4290"	"29.0"	"5259.0"	"5.1321"	"211300.0"
"4291"	"20.0"	"5290.0"	"4.7375"	"431900.0"
"4292"	"38.0"	"5597.0"	"2.8021"	"111200.0"
"4293"	"42.0"	"5293.0"	"1.3062"	"220000.0"
"4294"	"17.0"	"5714.0"	"3.6007"	"261800.0"
"4295"	"0.0"	"6060.0"	"1.76"	"166700.0"
"4296"	"35.0"	"6060.0"	"4.5179"	"112500.0"
"4297"	"39.0"	"5704.0"	"5.2551"	"194300.0"
"4298"	"48.0"	"4558.0"	"4.7909"	"149200.0"
"4299"	"14.0"	"5920.0"	"1.5714"	"89700.0"
"4300"	"46.0"	"5419.0"	"6.0804"	"198700.0"
"4301"	"15.0"	"5874.0"	"2.1187"	"239300.0"
"4302"	"16.0"	"5804.0"	"5.1423"	"183100.0"
"4303"	"49.0"	"5978.0"	"3.8281"	"163500.0"
"4304"	"36.0"	"5313.0"	"4.7049"	"112500.0"
"4305"	"25.0"	"5913.0"	"2.7411"	"350000.0"
"4306"	"15.0"	"5780.0"	"2.6618"	"136200.0"
"4307"	"13.0"	"5580.0"	"1.8571"	"53500.0"
"4308"	"43.0"	"5364.0"	"3.2604"	"93300.0"
"4309"	"9.0"	"5847.0"	"2.81"	"103400.0"
"4310"	"43.0"	"5570.0"	"5.1041"	"172900.0"
"4311"	"22.0"	"5601.0"	"3.3261"	"164100.0"
"4312"	"21.0"	"5606.0"	"7.9611"	"500001.0"
"4313"	"16.0"	"5719.0"	"3.1136"	"73800.0"
"4314"	"37.0"	"4436.0"	"3.724"	"131600.0"
"4315"	"16.0"	"5466.0"	"2.7256"	"71900.0"
"4316"	"24.0"	"5874.0"	"2.7321"	"150000.0"
"4317"	"36.0"	"5823.0"	"5.5779"	"234800.0"
"4318"	"22.0"	"5582.0"	"3.6531"	"166300.0"
"4319"	"21.0"	"5838.0"	"3.3625"	"153400.0"
"4320"	"6.0"	"5830.0"	"3.5039"	"187500.0"
"4321"	"28.0"	"5223.0"	"2.2244"	"114900.0"
"4322"	"15.0"	"5745.0"	"1.7929"	"97200.0"
"4323"	"16.0"	"5499.0"	"1.3962"	"124300.0"
"4324"	"10.0"	"5853.0"	"3.6987"	"152100.0"
"4325"	"11.0"	"5837.0"	"2.1058"	"124300.0"
"4326"	"20.0"	"5833.0"	"3.375"	"178100.0"
"4327"	"47.0"	"3902.0"	"4.2775"	"138700.0"
"4328"	"16.0"	"5563.0"	"4.0268"	"205500.0"
"4329"	"44.0"	"5146.0"	"3.5625"	"213200.0"
"4330"	"17.0"	"5731.0"	"3.7"	"176000.0"
"4331"	"2.0"	"5848.0"	"2.775"	"225000.0"
"4332"	"13.0"	"5693.0"	"2.1638"	"105500.0"
"4333"	"21.0"	"5571.0"	"3.2642"	"185600.0"
"4334"	"22.0"	"5723.0"	"4.7283"	"164500.0"
"4335"	"44.0"	"2721.0"	"5.3238"	"228900.0"
"4336"	"6.0"	"5626.0"	"3.6058"	"257900.0"
"4337"	"27.0"	"5232.0"	"4.65"	"197800.0"
"4338"	"12.0"	"5812.0"	"5.3015"	"254900.0"
"4339"	"37.0"	"5487.0"	"4.0484"	"165600.0"
"4340"	"30.0"	"5821.0"	"1.6406"	"300000.0"
"4341"	"46.0"	"5600.0"	"3.4911"	"137200.0"
"4342"	"19.0"	"5736.0"	"7.5349"	"349100.0"
"4343"	"16.0"	"5865.0"	"5.9632"	"328100.0"
"4344"	"44.0"	"5718.0"	"7.8532"	"422800.0"
"4345"	"11.0"	"5621.0"	"3.0491"	"192000.0"
"4346"	"47.0"	"6061.0"	"2.7"	"58800.0"
"4347"	"0.0"	"5717.0"	"8.8342"	"430500.0"
"4348"	"5.0"	"5420.0"	"2.6136"	"169200.0"
"4349"	"17.0"	"5897.0"	"5.6426"	"348200.0"
"4350"	"16.0"	"5538.0"	"1.9125"	"238000.0"
"4351"	"34.0"	"4136.0"	"3.8171"	"187200.0"
"4352"	"17.0"	"5983.0"	"3.0139"	"204200.0"
"4353"	"39.0"	"5308.0"	"5.4895"	"156700.0"
"4354"	"23.0"	"6009.0"	"2.7"	"125000.0"
"4355"	"18.0"	"5859.0"	"8.0331"	"500001.0"
"4356"	"31.0"	"5645.0"	"1.625"	"62000.0"
"4357"	"44.0"	"5317.0"	"2.6818"	"114100.0"
"4358"	"50.0"	"6025.0"	"2.5625"	"60000.0"
"4359"	"19.0"	"5403.0"	"3.7459"	"152900.0"
"4360"	"31.0"	"5727.0"	"1.3967"	"46500.0"
"4361"	"33.0"	"5769.0"	"3.0365"	"98100.0"
"4362"	"10.0"	"5700.0"	"2.767"	"143000.0"
"4363"	"13.0"	"5695.0"	"4.65"	"224300.0"
"4364"	"37.0"	"5800.0"	"5.7204"	"344100.0"
"4365"	"39.0"	"5111.0"	"5.5925"	"208600.0"
"4366"	"41.0"	"5919.0"	"2.5284"	"122500.0"
"4367"	"24.0"	"5561.0"	"4.4167"	"247300.0"
"4368"	"6.0"	"5708.0"	"4.2841"	"312400.0"
"4369"	"0.0"	"5742.0"	"4.072"	"270100.0"
"4370"	"37.0"	"6016.0"	"6.3427"	"305200.0"
"4371"	"41.0"	"5637.0"	"3.6161"	"99500.0"
"4372"	"0.0"	"5920.0"	"5.2915"	"333000.0"
"4373"	"35.0"	"5835.0"	"2.0313"	"69400.0"
"4374"	"11.0"	"5937.0"	"2.5083"	"118100.0"
"4375"	"32.0"	"5610.0"	"6.0162"	"318500.0"
"4376"	"7.0"	"5359.0"	"2.2721"	"139800.0"
"4377"	"37.0"	"5732.0"	"2.683"	"139300.0"
"4378"	"46.0"	"5803.0"	"4.065"	"148200.0"
"4379"	"24.0"	"5813.0"	"3.0357"	"123400.0"
"4380"	"39.0"	"5521.0"	"7.105"	"273900.0"
"4381"	"33.0"	"5892.0"	"2.9821"	"90400.0"
"4382"	"31.0"	"3965.0"	"1.8937"	"109800.0"
"4383"	"28.0"	"5675.0"	"4.4766"	"230000.0"
"4384"	"5.0"	"5706.0"	"5.2598"	"371500.0"
"4385"	"42.0"	"5677.0"	"4.3424"	"160600.0"
"4386"	"36.0"	"5723.0"	"5.0635"	"108500.0"
"4387"	"16.0"	"5821.0"	"3.5547"	"194700.0"
"4388"	"38.0"	"5898.0"	"7.2648"	"363200.0"
"4389"	"19.0"	"5413.0"	"5.2444"	"281100.0"
"4390"	"22.0"	"4839.0"	"2.8889"	"335300.0"
"4391"	"43.0"	"5848.0"	"3.7875"	"187500.0"
"4392"	"5.0"	"5804.0"	"5.8415"	"283300.0"
"4393"	"19.0"	"5767.0"	"5.223"	"209200.0"
"4394"	"0.0"	"5679.0"	"4.4306"	"225800.0"
"4395"	"29.0"	"5769.0"	"2.1548"	"118800.0"
"4396"	"17.0"	"5817.0"	"3.125"	"120300.0"
"4397"	"31.0"	"5808.0"	"2.5"	"157500.0"
"4398"	"0.0"	"5747.0"	"3.8864"	"281300.0"
"4399"	"15.0"	"5849.0"	"2.0"	"84200.0"
"4400"	"16.0"	"6068.0"	"10.2264"	"350000.0"
"4401"	"10.0"	"5760.0"	"3.0871"	"138800.0"
"4402"	"38.0"	"4801.0"	"7.5"	"344500.0"
"4403"	"47.0"	"5708.0"	"2.7667"	"92900.0"
"4404"	"31.0"	"5843.0"	"2.6172"	"88500.0"
"4405"	"33.0"	"5766.0"	"1.7865"	"88000.0"
"4406"	"35.0"	"5757.0"	"3.1563"	"277000.0"
"4407"	"34.0"	"5481.0"	"3.0043"	"156500.0"
"4408"	"26.0"	"5866.0"	"2.6458"	"127500.0"
"4409"	"22.0"	"5804.0"	"1.7798"	"65900.0"
"4410"	"8.0"	"5658.0"	"3.9696"	"258300.0"
"4411"	"12.0"	"5618.0"	"2.0368"	"67800.0"
"4412"	"11.0"	"5639.0"	"2.84"	"156100.0"
"4413"	"6.0"	"5647.0"	"2.0436"	"82300.0"
"4414"	"38.0"	"4844.0"	"6.6635"	"219600.0"
"4415"	"26.0"	"5094.0"	"4.0324"	"244900.0"
"4416"	"31.0"	"5489.0"	"4.8152"	"218500.0"
"4417"	"29.0"	"5674.0"	"2.1366"	"100000.0"
"4418"	"0.0"	"5753.0"	"3.9688"	"175000.0"
"4419"	"40.0"	"5649.0"	"4.0495"	"153900.0"
"4420"	"44.0"	"5942.0"	"4.2917"	"221900.0"
"4421"	"24.0"	"5188.0"	"2.2364"	"305600.0"
"4422"	"29.0"	"5676.0"	"3.1625"	"70600.0"
"4423"	"28.0"	"5456.0"	"3.3047"	"216900.0"
"4424"	"36.0"	"5723.0"	"6.2094"	"440000.0"
"4425"	"0.0"	"5938.0"	"4.0208"	"262500.0"
"4426"	"33.0"	"4042.0"	"6.4419"	"264500.0"
"4427"	"45.0"	"4766.0"	"4.9867"	"181700.0"
"4428"	"18.0"	"5737.0"	"6.077"	"472700.0"
"4429"	"14.0"	"5773.0"	"3.2159"	"383300.0"
"4430"	"26.0"	"5055.0"	"4.174"	"205100.0"
"4431"	"17.0"	"5800.0"	"4.3333"	"239300.0"
"4432"	"16.0"	"5848.0"	"6.0"	"311400.0"
"4433"	"27.0"	"5432.0"	"5.1663"	"241200.0"
"4434"	"38.0"	"5706.0"	"4.2121"	"128100.0"
"4435"	"42.0"	"5936.0"	"3.3889"	"110800.0"
"4436"	"22.0"	"5909.0"	"4.2045"	"226500.0"
"4437"	"12.0"	"5827.0"	"3.2344"	"104300.0"
"4438"	"16.0"	"5664.0"	"2.7799"	"149300.0"
"4439"	"31.0"	"5474.0"	"4.4485"	"295200.0"
"4440"	"38.0"	"5570.0"	"4.15"	"272200.0"
"4441"	"36.0"	"5618.0"	"5.5292"	"208600.0"
"4442"	"9.0"	"5524.0"	"3.0465"	"274200.0"
"4443"	"26.0"	"5863.0"	"3.5536"	"71400.0"
"4444"	"39.0"	"5563.0"	"4.0036"	"161700.0"
"4445"	"14.0"	"5647.0"	"6.8939"	"455900.0"
"4446"	"21.0"	"5626.0"	"6.244"	"240000.0"
"4447"	"23.0"	"5888.0"	"3.4038"	"107800.0"
"4448"	"11.0"	"5767.0"	"3.0583"	"160300.0"
"4449"	"0.0"	"5661.0"	"3.4063"	"253900.0"
"4450"	"33.0"	"4835.0"	"3.5719"	"252800.0"
"4451"	"40.0"	"5358.0"	"4.1667"	"171900.0"
"4452"	"10.0"	"5571.0"	"2.355"	"75600.0"
"4453"	"18.0"	"5594.0"	"4.7026"	"356800.0"
"4454"	"38.0"	"5521.0"	"3.3529"	"82600.0"
"4455"	"0.0"	"5547.0"	"5.1039"	"273800.0"
"4456"	"41.0"	"5813.0"	"3.875"	"198100.0"
"4457"	"26.0"	"5831.0"	"3.8"	"242100.0"
"4458"	"31.0"	"5497.0"	"3.8904"	"113800.0"
"4459"	"47.0"	"5436.0"	"5.8703"	"500001.0"
"4460"	"38.0"	"5653.0"	"6.2082"	"250300.0"
"4461"	"37.0"	"5109.0"	"3.9063"	"198700.0"
"4462"	"17.0"	"5750.0"	"5.0123"	"165700.0"
"4463"	"1.0"	"5881.0"	"2.9286"	"258300.0"
"4464"	"0.0"	"5892.0"	"7.4029"	"345700.0"
"4465"	"18.0"	"5815.0"	"5.815"	"339200.0"
"4466"	"21.0"	"5506.0"	"3.0909"	"150900.0"
"4467"	"41.0"	"5136.0"	"4.1071"	"145800.0"
"4468"	"47.0"	"5552.0"	"2.9479"	"83300.0"
"4469"	"21.0"	"5751.0"	"2.5331"	"115100.0"
"4470"	"46.0"	"4301.0"	"3.8803"	"120000.0"
"4471"	"17.0"	"5613.0"	"2.2071"	"85900.0"
"4472"	"20.0"	"4538.0"	"3.3889"	"285700.0"
"4473"	"19.0"	"5726.0"	"2.5625"	"154300.0"
"4474"	"29.0"	"4273.0"	"5.4609"	"500001.0"
"4475"	"36.0"	"4278.0"	"2.9624"	"144700.0"
"4476"	"33.0"	"5737.0"	"4.712"	"289300.0"
"4477"	"29.0"	"5454.0"	"4.8787"	"175300.0"
"4478"	"39.0"	"5740.0"	"3.5326"	"262500.0"
"4479"	"25.0"	"5216.0"	"4.39"	"270100.0"
"4480"	"37.0"	"5692.0"	"3.4833"	"193200.0"
"4481"	"41.0"	"5536.0"	"6.1481"	"274600.0"
"4482"	"18.0"	"5675.0"	"1.7692"	"74200.0"
"4483"	"23.0"	"5637.0"	"2.2287"	"140000.0"
"4484"	"16.0"	"5483.0"	"2.8784"	"194900.0"
"4485"	"24.0"	"5559.0"	"4.1375"	"128300.0"
"4486"	"14.0"	"5768.0"	"7.3356"	"422700.0"
"4487"	"33.0"	"4917.0"	"3.3125"	"158800.0"
"4488"	"15.0"	"5646.0"	"3.9306"	"268400.0"
"4489"	"43.0"	"5157.0"	"4.51"	"135800.0"
"4490"	"18.0"	"5659.0"	"1.3571"	"41000.0"
"4491"	"7.0"	"5954.0"	"2.5938"	"199300.0"
"4492"	"17.0"	"5998.0"	"5.943"	"288200.0"
"4493"	"25.0"	"5344.0"	"5.5954"	"261400.0"
"4494"	"8.0"	"5902.0"	"3.6875"	"178100.0"
"4495"	"37.0"	"5617.0"	"1.5667"	"72500.0"
"4496"	"27.0"	"5588.0"	"1.7566"	"58400.0"
"4497"	"36.0"	"5402.0"	"4.5053"	"123700.0"
"4498"	"16.0"	"5769.0"	"5.2811"	"287700.0"
"4499"	"20.0"	"5897.0"	"2.0341"	"250000.0"
"4500"	"17.0"	"5657.0"	"3.5909"	"256100.0"
"4501"	"0.0"	"5934.0"	"1.5156"	"187500.0"
"4502"	"9.0"	"5500.0"	"9.0702"	"500001.0"
"4503"	"26.0"	"5585.0"	"2.7038"	"227100.0"
"4504"	"17.0"	"5598.0"	"7.8426"	"500001.0"
"4505"	"31.0"	"5044.0"	"6.776"	"278100.0"
"4506"	"36.0"	"5619.0"	"1.9946"	"119200.0"
"4507"	"16.0"	"5650.0"	"3.929"	"303100.0"
"4508"	"37.0"	"5925.0"	"5.8343"	"500001.0"
"4509"	"23.0"	"5580.0"	"2.3276"	"166200.0"
"4510"	"31.0"	"5157.0"	"4.9821"	"292900.0"
"4511"	"8.0"	"5515.0"	"4.0602"	"324000.0"
"4512"	"20.0"	"5975.0"	"3.9922"	"247400.0"
"4513"	"0.0"	"5890.0"	"4.0662"	"204200.0"
"4514"	"0.0"	"5133.0"	"1.1859"	"241700.0"
"4515"	"12.0"	"5752.0"	"5.2723"	"218300.0"
"4516"	"19.0"	"5530.0"	"3.8643"	"276200.0"
"4517"	"19.0"	"5534.0"	"2.7317"	"264700.0"
"4518"	"27.0"	"5899.0"	"3.875"	"137500.0"
"4519"	"19.0"	"5365.0"	"3.3015"	"267700.0"
"4520"	"42.0"	"5570.0"	"2.8167"	"96100.0"
"4521"	"12.0"	"5922.0"	"0.9506"	"187500.0"
"4522"	"34.0"	"4969.0"	"4.2721"	"150300.0"
"4523"	"37.0"	"5906.0"	"6.8099"	"328200.0"
"4524"	"32.0"	"5585.0"	"3.7159"	"168900.0"
"4525"	"6.0"	"5831.0"	"3.9118"	"129400.0"
"4526"	"32.0"	"5719.0"	"3.8187"	"137500.0"
"4527"	"16.0"	"5935.0"	"2.2031"	"93800.0"
"4528"	"25.0"	"5737.0"	"2.1513"	"99700.0"
"4529"	"21.0"	"5628.0"	"3.5329"	"187400.0"
"4530"	"33.0"	"6041.0"	"0.9573"	"162500.0"
"4531"	"32.0"	"5974.0"	"2.2024"	"156300.0"
"4532"	"37.0"	"5773.0"	"6.0634"	"234300.0"
"4533"	"21.0"	"5728.0"	"4.4896"	"156800.0"
"4534"	"31.0"	"5999.0"	"2.9125"	"112500.0"
"4535"	"33.0"	"5803.0"	"5.5944"	"290500.0"
"4536"	"12.0"	"5926.0"	"2.4"	"255000.0"
"4537"	"38.0"	"5461.0"	"3.3026"	"229500.0"
"4538"	"32.0"	"5764.0"	"1.2206"	"162500.0"
"4539"	"22.0"	"5699.0"	"4.2841"	"213400.0"
"4540"	"16.0"	"5822.0"	"4.0982"	"171200.0"
"4541"	"3.0"	"5532.0"	"2.5043"	"76700.0"
"4542"	"18.0"	"5672.0"	"3.3411"	"220500.0"
"4543"	"14.0"	"5789.0"	"1.9602"	"51400.0"
"4544"	"43.0"	"4626.0"	"2.569"	"88300.0"
"4545"	"18.0"	"5904.0"	"2.0903"	"56100.0"
"4546"	"16.0"	"5827.0"	"5.125"	"211700.0"
"4547"	"21.0"	"5795.0"	"2.9063"	"77800.0"
"4548"	"18.0"	"5720.0"	"3.3462"	"307000.0"
"4549"	"0.0"	"5824.0"	"8.8793"	"410300.0"
"4550"	"0.0"	"5684.0"	"5.883"	"340700.0"
"4551"	"18.0"	"5501.0"	"11.0492"	"500001.0"
"4552"	"22.0"	"5531.0"	"10.898"	"500001.0"
"4553"	"29.0"	"5803.0"	"2.7344"	"188300.0"
"4554"	"0.0"	"5560.0"	"2.5083"	"70100.0"
"4555"	"10.0"	"5673.0"	"3.5156"	"239400.0"
"4556"	"30.0"	"5833.0"	"3.9821"	"204300.0"
"4557"	"47.0"	"5681.0"	"5.4858"	"187800.0"
"4558"	"11.0"	"5615.0"	"2.8322"	"170300.0"
"4559"	"25.0"	"5600.0"	"2.75"	"87500.0"
"4560"	"11.0"	"5959.0"	"2.2813"	"125000.0"
"4561"	"28.0"	"5538.0"	"4.8661"	"186200.0"
"4562"	"44.0"	"6011.0"	"4.5882"	"198400.0"
"4563"	"17.0"	"5869.0"	"4.7308"	"353400.0"
"4564"	"7.0"	"5826.0"	"4.4"	"209500.0"
"4565"	"19.0"	"5652.0"	"2.3981"	"183300.0"
"4566"	"27.0"	"5526.0"	"3.625"	"184500.0"
"4567"	"28.0"	"5700.0"	"4.4595"	"152700.0"
"4568"	"0.0"	"5751.0"	"3.2875"	"234400.0"
"4569"	"15.0"	"5517.0"	"3.285"	"218100.0"
"4570"	"0.0"	"5794.0"	"4.0417"	"500001.0"
"4571"	"10.0"	"5948.0"	"10.8082"	"500001.0"
"4572"	"16.0"	"5690.0"	"2.4135"	"97000.0"
"4573"	"27.0"	"5681.0"	"6.0"	"353500.0"
"4574"	"6.0"	"5590.0"	"2.0278"	"127500.0"
"4575"	"27.0"	"5918.0"	"7.5744"	"259300.0"
"4576"	"44.0"	"5728.0"	"7.9627"	"345400.0"
"4577"	"16.0"	"5625.0"	"4.5074"	"350000.0"
"4578"	"24.0"	"5889.0"	"1.9722"	"210700.0"
"4579"	"32.0"	"5476.0"	"3.9167"	"285200.0"
"4580"	"49.0"	"5959.0"	"11.5199"	"500001.0"
"4581"	"12.0"	"5547.0"	"3.0912"	"155300.0"
"4582"	"20.0"	"5350.0"	"10.3224"	"500001.0"
"4583"	"36.0"	"6056.0"	"4.975"	"206300.0"
